feature_id,domain,capability,current_status,gap_type,user_value,risk,dependency,effort,release_scope,target_wave,blocker,recommended_action,source_commit,last_verified
F-D20-ohlcv,TIME SERIES AND STREAMING,OHLCV,PROTOTYPE,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,M,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-ticks,TIME SERIES AND STREAMING,ticks,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-trades,TIME SERIES AND STREAMING,trades,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-quotes,TIME SERIES AND STREAMING,quotes,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,PROVIDER,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-order-books,TIME SERIES AND STREAMING,order books,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,PROVIDER,PROGRAM,POST_BETA,WAVE_7,implementation and end-to-end evidence,implement in WAVE_7 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-funding,TIME SERIES AND STREAMING,funding,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-open-interest,TIME SERIES AND STREAMING,open interest,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-options-chains,TIME SERIES AND STREAMING,options chains,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,PROGRAM,POST_BETA,WAVE_7,implementation and end-to-end evidence,implement in WAVE_7 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-on-chain-events,TIME SERIES AND STREAMING,on-chain events,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,PROGRAM,POST_BETA,WAVE_7,implementation and end-to-end evidence,implement in WAVE_7 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-macro-series,TIME SERIES AND STREAMING,macro series,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-corporate-fundamentals,TIME SERIES AND STREAMING,corporate fundamentals,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-snapshots,TIME SERIES AND STREAMING,snapshots,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-deltas,TIME SERIES AND STREAMING,deltas,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-sequence-handling,TIME SERIES AND STREAMING,sequence handling,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-gap-recovery,TIME SERIES AND STREAMING,gap recovery,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-compaction,TIME SERIES AND STREAMING,compaction,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-resampling,TIME SERIES AND STREAMING,resampling,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D20-adjustments,TIME SERIES AND STREAMING,adjustments,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-configuration,PLATFORM FOUNDATION,configuration,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-feature-flags,PLATFORM FOUNDATION,feature flags,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-service-discovery,PLATFORM FOUNDATION,service discovery,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-secrets,PLATFORM FOUNDATION,secrets,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-kms,PLATFORM FOUNDATION,KMS,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-databases,PLATFORM FOUNDATION,databases,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-caches,PLATFORM FOUNDATION,caches,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-queues,PLATFORM FOUNDATION,queues,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-storage,PLATFORM FOUNDATION,storage,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-search,PLATFORM FOUNDATION,search,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-workers,PLATFORM FOUNDATION,workers,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-scheduled-jobs,PLATFORM FOUNDATION,scheduled jobs,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-migrations,PLATFORM FOUNDATION,migrations,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-backups,PLATFORM FOUNDATION,backups,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-restore,PLATFORM FOUNDATION,restore,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-environments,PLATFORM FOUNDATION,environments,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-deployments,PLATFORM FOUNDATION,deployments,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D21-rollback,PLATFORM FOUNDATION,rollback.,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-approved-qelly-logo,DESIGN SYSTEM AND UX,approved Qelly logo,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-ibm-plex,DESIGN SYSTEM AND UX,IBM Plex,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-tokens,DESIGN SYSTEM AND UX,tokens,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-dark,DESIGN SYSTEM AND UX,dark,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-porcelain-light,DESIGN SYSTEM AND UX,porcelain light,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,HIGH,SECURITY,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-oled,DESIGN SYSTEM AND UX,OLED,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-high-contrast,DESIGN SYSTEM AND UX,high contrast,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-personas,DESIGN SYSTEM AND UX,personas,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-mindsets,DESIGN SYSTEM AND UX,mindsets,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-navigation,DESIGN SYSTEM AND UX,navigation,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-command-palette,DESIGN SYSTEM AND UX,command palette,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-charts,DESIGN SYSTEM AND UX,charts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-tables,DESIGN SYSTEM AND UX,tables,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-forms,DESIGN SYSTEM AND UX,forms,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-dialogs,DESIGN SYSTEM AND UX,dialogs,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-drawers,DESIGN SYSTEM AND UX,drawers,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-portals,DESIGN SYSTEM AND UX,portals,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-notifications,DESIGN SYSTEM AND UX,notifications,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-skeletons,DESIGN SYSTEM AND UX,skeletons,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-empty-states,DESIGN SYSTEM AND UX,empty states,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-error-states,DESIGN SYSTEM AND UX,error states,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-offline-states,DESIGN SYSTEM AND UX,offline states,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-accessibility,DESIGN SYSTEM AND UX,accessibility,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-responsive,DESIGN SYSTEM AND UX,responsive,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-reduced-motion,DESIGN SYSTEM AND UX,reduced motion,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D22-internationalization,DESIGN SYSTEM AND UX,internationalization.,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-authentication,SECURITY AND PRIVACY,authentication,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-authorization,SECURITY AND PRIVACY,authorization,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-tenant-isolation,SECURITY AND PRIVACY,tenant isolation,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-encryption,SECURITY AND PRIVACY,encryption,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-secret-rotation,SECURITY AND PRIVACY,secret rotation,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-secure-cookies,SECURITY AND PRIVACY,secure cookies,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-csrf,SECURITY AND PRIVACY,CSRF,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-csp,SECURITY AND PRIVACY,CSP,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-cors,SECURITY AND PRIVACY,CORS,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-abuse-prevention,SECURITY AND PRIVACY,abuse prevention,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-file-scanning,SECURITY AND PRIVACY,file scanning,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-webhook-signatures,SECURITY AND PRIVACY,webhook signatures,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-audit,SECURITY AND PRIVACY,audit,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-pii-minimization,SECURITY AND PRIVACY,PII minimization,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-consent,SECURITY AND PRIVACY,consent,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-privacy-settings,SECURITY AND PRIVACY,privacy settings,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D23-security-monitoring,SECURITY AND PRIVACY,security monitoring.,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-audit-logs,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",audit logs,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-evidence-chain,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",evidence chain,PARTIAL,implementation-evidence-gap,HIGH,HIGH,SECURITY,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-source-terms,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",source terms,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
