feature_id,domain_id,domain,capability,aliases,status,frontend_status,backend_status,data_status,persistence_status,security_status,provider,route,api,database_entity,event_worker,tests,evidence,blocker,dependency,target_wave,owner,user_value,risk,effort,release_scope,public_beta_safe,last_verified,source_commit,notes
F-D06-counterparty-risk,D06,PERFORMANCE ATTRIBUTION AND RISK,counterparty risk,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D06-portfolio-digital-twin,D06,PERFORMANCE ATTRIBUTION AND RISK,portfolio digital twin,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_8,unassigned,MEDIUM,MEDIUM,PROGRAM,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D06-rebalance-proposals,D06,PERFORMANCE ATTRIBUTION AND RISK,rebalance proposals.,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-research-library,D07,"RESEARCH, DOCUMENTS AND NEWS",research library,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-document-upload,D07,"RESEARCH, DOCUMENTS AND NEWS",document upload,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-ocr-where-safe,D07,"RESEARCH, DOCUMENTS AND NEWS",OCR where safe,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-filing-reader,D07,"RESEARCH, DOCUMENTS AND NEWS",filing reader,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-citation-anchors,D07,"RESEARCH, DOCUMENTS AND NEWS",citation anchors,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-source-shelf,D07,"RESEARCH, DOCUMENTS AND NEWS",source shelf,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-earnings-transcripts,D07,"RESEARCH, DOCUMENTS AND NEWS",earnings transcripts,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-annual-reports,D07,"RESEARCH, DOCUMENTS AND NEWS",annual reports,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-investor-presentations,D07,"RESEARCH, DOCUMENTS AND NEWS",investor presentations,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-macro-releases,D07,"RESEARCH, DOCUMENTS AND NEWS",macro releases,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-research-feeds,D07,"RESEARCH, DOCUMENTS AND NEWS",research feeds,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-market-news,D07,"RESEARCH, DOCUMENTS AND NEWS",market news,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-india-news,D07,"RESEARCH, DOCUMENTS AND NEWS",India news,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-crypto-news,D07,"RESEARCH, DOCUMENTS AND NEWS",crypto news,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-central-bank-news,D07,"RESEARCH, DOCUMENTS AND NEWS",central-bank news,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-exchange-announcements,D07,"RESEARCH, DOCUMENTS AND NEWS",exchange announcements,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,SECURITY,WAVE_2,unassigned,MEDIUM,HIGH,L,POST_BETA,conditional,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-event-calendars,D07,"RESEARCH, DOCUMENTS AND NEWS",event calendars,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-entity-mapping,D07,"RESEARCH, DOCUMENTS AND NEWS",entity mapping,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-deduplication,D07,"RESEARCH, DOCUMENTS AND NEWS",deduplication,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D07-saved-searches,D07,"RESEARCH, DOCUMENTS AND NEWS",saved searches,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-grounded-copilot,D08,RESEARCH AI AND AGENTS,grounded Copilot,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_8,unassigned,MEDIUM,MEDIUM,PROGRAM,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-citation-enforcement,D08,RESEARCH AI AND AGENTS,citation enforcement,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-source-retrieval,D08,RESEARCH AI AND AGENTS,source retrieval,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-evidence-gaps,D08,RESEARCH AI AND AGENTS,evidence gaps,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-source-disagreement,D08,RESEARCH AI AND AGENTS,source disagreement,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-thesis,D08,RESEARCH AI AND AGENTS,thesis,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-counter-thesis,D08,RESEARCH AI AND AGENTS,counter-thesis,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-assumption-tracking,D08,RESEARCH AI AND AGENTS,assumption tracking,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-portfolio-aware-research,D08,RESEARCH AI AND AGENTS,portfolio-aware research,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_8,unassigned,MEDIUM,MEDIUM,PROGRAM,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-document-summarization,D08,RESEARCH AI AND AGENTS,document summarization,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D08-formula-generation,D08,RESEARCH AI AND AGENTS,formula generation,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
